"","tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"1","Casa","Velez Sarsfield",3,2,95,199900
"2","Departamento","Nuñez",1,1,44,147000
"3","Departamento","Almagro",1,1,40,92294
"4","Departamento","Almagro",1,1,49,115000
"5","Departamento","Almagro",1,1,40,77000
"6","Departamento","Almagro",1,1,40,88900
"7","Departamento","Almagro",1,1,40,88798
"8","Departamento","Almagro",1,1,49,110975
"9","Departamento","Almagro",1,1,40,92943
"10","Departamento","Almagro",1,1,40,99000
"11","Departamento","Almagro",1,1,40,96984
"12","Departamento","Palermo",1,1,32,125000
"13","Departamento","Palermo",1,1,40,99500
"14","Departamento","Palermo",1,1,36,121600
"15","Departamento","Palermo",3,2,90,285000
"16","Departamento","Palermo",1,1,45,150000
"17","Departamento","Palermo",1,1,54,140000
"18","Departamento","Palermo",2,1,40,110000
"19","Departamento","Palermo",1,1,33,110000
"20","Departamento","Palermo",1,1,40,96000
"21","Departamento","Caballito",1,1,40,152732
"22","Departamento","Villa Crespo",1,1,36,108000
"23","Departamento","Villa Crespo",1,1,38,94800
"24","Departamento","Villa Urquiza",1,1,32,88000
"25","Departamento","Villa Urquiza",2,2,75,225000
"26","Departamento","Parque Chacabuco",1,1,70,225000
"27","Departamento","Barracas",1,1,31,85000
"28","PH","Almagro",2,1,48,129900
"29","Departamento","Nuñez",2,1,53,185000
"30","Departamento","Nuñez",2,1,39,140000
"31","Departamento","Retiro",2,1,58,158000
"32","Departamento","Almagro",2,1,42,98000
"33","Departamento","Almagro",2,1,48,99000
"34","Departamento","Almagro",2,1,32,80000
"35","Departamento","Almagro",2,1,52,159900
"36","Departamento","Palermo",2,1,32,87000
"37","Departamento","Palermo",2,1,64,178000
"38","Departamento","Palermo",2,1,55,310000
"39","Departamento","Palermo",2,1,50,172000
"40","Departamento","Palermo",2,2,83,208000
"41","Departamento","Belgrano",2,1,53,185000
"42","Departamento","Floresta",2,1,41,83000
"43","Departamento","Recoleta",2,1,29,134000
"44","Departamento","Recoleta",2,1,39,135000
"45","Departamento","Saavedra",2,1,48,135000
"46","Departamento","Balvanera",2,1,69,155000
"47","Departamento","Colegiales",2,1,39,85000
"48","Departamento","Colegiales",2,1,38,105000
"49","Departamento","Parque Chas",2,1,50,165000
"50","Departamento","Barrio Norte",2,1,31,90000
"51","Departamento","Villa Crespo",2,1,49,104500
"52","Departamento","Villa Crespo",2,1,43,119000
"53","Departamento","Villa Devoto",2,1,84,192000
"54","Departamento","Villa Devoto",2,1,62,140000
"55","Departamento","Puerto Madero",2,1,54,390000
"56","Departamento","Villa Ortuzar",2,1,50,165000
"57","Departamento","Villa Urquiza",2,1,45,169000
"58","Departamento","Velez Sarsfield",2,1,41,83000
"59","Departamento","Parque Chacabuco",2,1,48,105000
"60","Departamento","Parque Chacabuco",2,1,42,86000
"61","Departamento","Parque Chacabuco",2,1,49,79000
"62","Departamento","Villa Pueyrredón",2,1,63,150000
"63","PH","Almagro",3,1,60,125000
"64","PH","Palermo",3,2,100,315000
"65","PH","Palermo",3,2,100,315000
"66","PH","Barracas",3,1,83,115000
"67","PH","Saavedra",4,1,96,259000
"68","PH","Caballito",3,1,100,180000
"69","PH","Caballito",5,1,187,269900
"70","PH","Villa Real",3,2,110,190000
"71","PH","Villa Crespo",3,1,68,175000
"72","Departamento","Once",3,1,84,130000
"73","Departamento","Flores",3,2,83,209000
"74","Departamento","Palermo",3,1,78,270000
"75","Departamento","Palermo",3,2,76,340000
"76","Departamento","Palermo",3,1,70,194500
"77","Departamento","Palermo",3,2,75,255000
"78","Departamento","Belgrano",3,1,50,139000
"79","Departamento","Belgrano",3,4,113,439000
"80","Departamento","Belgrano",3,3,157,729000
"81","Departamento","Belgrano",3,2,68,255000
"82","Departamento","Recoleta",3,1,92,350000
"83","Departamento","Caballito",3,1,100,180000
"84","Departamento","Caballito",3,1,50,150000
"85","Departamento","Caballito",3,1,53,128000
"86","Departamento","San Telmo",3,1,67,150000
"87","Departamento","Colegiales",3,2,70,185000
"88","Departamento","Las Cañitas",3,4,113,439000
"89","Departamento","Villa Crespo",3,1,58,128000
"90","Departamento","Villa Crespo",3,1,70,125000
"91","Departamento","Parque Chacabuco",2,1,45,101000
"92","Departamento","Villa Santa Rita",3,1,97,225000
"93","Departamento","Centro / Microcentro",3,1,52,92000
"94","PH","Flores",4,1,150,245000
"95","PH","Villa Ortuzar",4,1,80,200000
"96","Casa","Villa del Parque",4,3,184,385000
"97","Departamento","Retiro",5,3,133,370000
"98","Departamento","Almagro",4,3,108,270000
"99","Departamento","Almagro",4,2,91,220000
"100","Departamento","Almagro",4,1,77,189000
"101","Departamento","Palermo",5,2,190,350000
"102","Departamento","Palermo",4,2,77,239000
"103","Departamento","Palermo",4,1,85,260000
"104","Departamento","Palermo",4,2,100,252000
"105","Departamento","Belgrano",4,1,91,290000
"106","Departamento","Belgrano",4,3,180,790000
"107","Departamento","Recoleta",4,2,85,280000
"108","Departamento","Saavedra",4,2,94,195000
"109","Departamento","Caballito",4,2,128,613567
"110","Departamento","San Telmo",4,2,127,310000
"111","Departamento","San Telmo",7,2,277,595000
"112","Departamento","Barrio Norte",4,1,78,215000
"113","Departamento","Parque Centenario",4,2,111,210000
"114","Departamento","Belgrano",5,3,170,580000
"115","Departamento","Villa Crespo",5,2,202,224000
"116","Casa","Almagro",1,1,40,110000
"117","Casa","Chacarita",3,1,76,199000
"118","Casa","Villa Devoto",3,2,125,249000
"119","Casa","Villa Pueyrredón",1,1,59,147000
"120","Departamento","Boedo",1,1,42,99500
"121","Departamento","Abasto",1,1,43,94000
"122","Departamento","Flores",2,2,120,252000
"123","Departamento","Palermo",1,1,56,165000
"124","Departamento","Palermo",5,3,220,795000
"125","Departamento","Palermo",2,2,100,325000
"126","Departamento","Palermo",3,1,65,182000
"127","Departamento","Palermo",3,1,62,183000
"128","Departamento","Palermo",5,4,240,770000
"129","Departamento","Palermo",1,1,35,175000
"130","Departamento","Palermo",3,1,70,220000
"131","Departamento","Palermo",1,1,40,100700
"132","Departamento","Belgrano",3,1,81,310000
"133","Departamento","Belgrano",2,2,63,190000
"134","Departamento","Belgrano",3,2,160,485000
"135","Departamento","Belgrano",4,2,178,780000
"136","Departamento","Recoleta",3,1,68,185000
"137","Departamento","Recoleta",2,1,58,209000
"138","Departamento","Recoleta",2,1,43,165000
"139","Departamento","Recoleta",4,1,94,250000
"140","Departamento","Recoleta",4,1,115,350000
"141","Departamento","Caballito",1,1,38,106000
"142","Departamento","Caballito",3,1,66,142000
"143","Departamento","Caballito",3,1,67,235000
"144","Departamento","Caballito",4,2,128,510000
"145","Departamento","Caballito",1,1,37,102000
"146","Departamento","Caballito",1,1,38,101000
"147","Departamento","Caballito",2,1,50,135000
"148","Departamento","Caballito",1,1,38,105000
"149","Departamento","Caballito",1,1,56,139000
"150","Departamento","Caballito",1,1,37,103000
"151","Departamento","Caballito",3,3,103,270000
"152","Departamento","Caballito",1,1,37,101000
"153","Departamento","Caballito",1,1,37,98500
"154","Departamento","Caballito",1,1,38,104000
"155","Departamento","San Telmo",1,1,36,75000
"156","Departamento","Colegiales",3,2,76,305000
"157","Departamento","Barrio Norte",1,1,34,120000
"158","Departamento","Villa Crespo",4,2,75,215000
"159","Departamento","Puerto Madero",3,2,110,720000
"160","Departamento","San Cristobal",2,1,87,155000
"161","Departamento","San Cristobal",4,1,72,150000
"162","Departamento","San Cristobal",1,1,53,150000
"163","Departamento","Villa Urquiza",1,1,33,120000
"164","Departamento","Villa Urquiza",3,2,120,280000
"165","Departamento","Flores",1,1,35,74000
"166","PH","Villa Crespo",2,1,49,104000
"167","Departamento","Flores",2,1,48,109000
"168","Departamento","Nuñez",2,1,35,105000
"169","Departamento","Nuñez",1,1,32,135000
"170","Departamento","Nuñez",2,1,34,110000
"171","Departamento","Almagro",2,1,50,145000
"172","Departamento","Almagro",3,2,62,230000
"173","Departamento","Almagro",2,1,69,155000
"174","Departamento","Almagro",2,1,56,143000
"175","Departamento","Liniers",2,1,49,116000
"176","Departamento","Palermo",2,1,112,204000
"177","Departamento","Palermo",1,1,35,185000
"178","Departamento","Palermo",1,1,37,165000
"179","Departamento","Palermo",2,2,48,193000
"180","Departamento","Palermo",1,1,34,155000
"181","Departamento","Palermo",2,2,48,193000
"182","Departamento","Palermo",2,1,67,145000
"183","Departamento","Palermo",2,1,65,165000
"184","Departamento","Palermo",2,1,39,115000
"185","Departamento","Palermo",1,1,42,175000
"186","Departamento","Barracas",2,1,40,100000
"187","Departamento","Belgrano",2,2,66,239800
"188","Departamento","Belgrano",1,1,40,150000
"189","Departamento","Recoleta",2,1,35,150000
"190","Departamento","Recoleta",2,2,52,205000
"191","Departamento","Recoleta",2,1,38,138000
"192","Departamento","Recoleta",1,1,32,145000
"193","Departamento","Recoleta",2,1,34,112000
"194","Departamento","Recoleta",1,1,42,155000
"195","Departamento","Recoleta",2,2,95,360000
"196","Departamento","Balvanera",2,1,63,135000
"197","Departamento","Caballito",2,1,48,124000
"198","Departamento","San Telmo",2,1,48,99000
"199","Departamento","Colegiales",2,1,41,140000
"200","Departamento","Barrio Norte",2,1,50,183000
"201","Departamento","Las Cañitas",2,1,48,140000
"202","Departamento","Villa Crespo",2,2,63,170000
"203","Departamento","Villa Crespo",2,1,53,125000
"204","Departamento","Villa Crespo",2,1,38,84102
"205","Departamento","Villa Crespo",2,1,62,110000
"206","Departamento","Villa Crespo",2,1,37,85000
"207","Departamento","Villa Urquiza",2,1,35,107000
"208","Departamento","Villa Urquiza",2,1,69,139000
"209","Departamento","Velez Sarsfield",1,1,44,85000
"210","Departamento","Villa del Parque",2,1,45,127000
"211","Departamento","Parque Centenario",2,1,56,143000
"212","PH","Villa Crespo",3,2,200,580000
"213","Departamento","Once",3,2,125,230000
"214","Departamento","Boedo",3,1,81,111000
"215","Departamento","Flores",3,2,74,189000
"216","Departamento","Almagro",3,2,96,195000
"217","Departamento","Almagro",3,2,87,173000
"218","Departamento","Almagro",3,2,90,290000
"219","Departamento","Almagro",3,1,55,120000
"220","Departamento","Almagro",3,2,65,217000
"221","Departamento","Almagro",3,3,85,185000
"222","Departamento","Almagro",3,1,45,105000
"223","Departamento","Palermo",3,1,63,290000
"224","Departamento","Palermo",3,1,48,152000
"225","Departamento","Palermo",3,1,80,149000
"226","Departamento","Palermo",3,1,69,285000
"227","Departamento","Palermo",3,2,92,286000
"228","Departamento","Palermo",3,1,48,152000
"229","Departamento","Belgrano",3,1,71,175000
"230","Departamento","Belgrano",3,2,89,340000
"231","Departamento","Belgrano",3,2,78,245000
"232","Departamento","Belgrano",3,3,140,470000
"233","Departamento","Recoleta",3,1,70,275000
"234","Departamento","Recoleta",3,2,66,205000
"235","Departamento","Caballito",3,2,89,206700
"236","Departamento","Caballito",3,2,83,195000
"237","Departamento","Colegiales",3,2,94,340000
"238","Departamento","Parque Chas",3,2,82,175000
"239","Departamento","Barrio Norte",4,2,78,185000
"240","Departamento","Las Cañitas",3,3,143,490000
"241","Departamento","Villa Crespo",3,2,63,170000
"242","Departamento","Villa Crespo",3,1,75,149000
"243","Departamento","Villa Crespo",3,1,75,149000
"244","Departamento","San Cristobal",3,1,60,115000
"245","Departamento","Villa Urquiza",3,2,80,268000
"246","Departamento","Parque Centenario",3,1,69,155000
"247","PH","Almagro",4,2,102,255000
"248","PH","Barracas",4,1,165,158000
"249","PH","Floresta",4,3,166,295000
"250","Departamento","Palermo",4,4,185,850000
"251","Departamento","Palermo",4,2,160,440000
"252","Departamento","Palermo",4,3,150,385000
"253","Departamento","Palermo",4,2,126,450000
"254","Departamento","Palermo",4,2,99,385000
"255","Departamento","Palermo",4,3,140,595000
"256","Departamento","Belgrano",4,2,98,295000
"257","Departamento","Belgrano",4,2,89,250000
"258","Departamento","Belgrano",4,2,87,397000
"259","Departamento","Belgrano",4,2,89,230000
"260","Departamento","Recoleta",5,2,154,550000
"261","Departamento","Recoleta",5,3,213,595000
"262","Departamento","Recoleta",5,2,180,620000
"263","Departamento","Barrio Norte",5,2,154,550000
"264","Departamento","Villa Crespo",4,1,95,180000
"265","Departamento","Villa Crespo",4,2,99,225000
"266","Departamento","Villa Crespo",4,2,80,185000
"267","Departamento","Villa Crespo",4,2,78,184000
"268","Departamento","Parque Centenario",4,2,136,340000
"269","PH","Palermo",5,3,160,375000
"270","PH","Chacarita",5,1,158,290000
"271","PH","Villa General Mitre",5,4,200,310000
"272","Departamento","Barracas",5,3,144,360000
"273","Departamento","Belgrano",5,3,210,770000
"274","Departamento","Las Cañitas",5,3,175,450000
"275","Departamento","Villa Crespo",5,3,185,399000
"276","PH","Once",5,1,143,170000
"277","PH","Almagro",3,1,54,127000
"278","PH","Almagro",3,1,142,175000
"279","PH","Almagro",6,3,219,297000
"280","PH","Floresta",2,1,58,92000
"281","PH","Recoleta",4,2,105,239000
"282","PH","Saavedra",3,1,107,209000
"283","PH","Caballito",4,1,135,332000
"284","PH","Agronomía",3,1,75,133000
"285","PH","Villa Devoto",5,3,197,479000
"286","PH","Villa Devoto",3,2,180,165000
"287","PH","Villa Ortuzar",6,3,210,365000
"288","PH","Parque Patricios",3,2,244,240000
"289","PH","Villa del Parque",3,1,85,190000
"290","Casa","Balvanera",3,1,68,135000
"291","Casa","Villa Devoto",6,2,225,420000
"292","Departamento","Boca",4,2,170,236000
"293","Departamento","Boedo",2,1,36,93000
"294","Departamento","Boedo",3,1,109,264000
"295","Departamento","Nuñez",2,1,62,155000
"296","Departamento","Nuñez",3,1,69,300000
"297","Departamento","Retiro",5,4,223,790000
"298","Departamento","Retiro",1,1,34,84500
"299","Departamento","Almagro",2,1,36,69500
"300","Departamento","Almagro",4,1,84,180000
"301","Departamento","Almagro",4,2,97,300000
"302","Departamento","Almagro",1,1,36,102000
"303","Departamento","Almagro",1,1,37,97800
"304","Departamento","Almagro",7,3,233,415000
"305","Departamento","Almagro",2,1,30,73000
"306","Departamento","Coghlan",2,1,76,133000
"307","Departamento","Palermo",1,1,43,145000
"308","Departamento","Palermo",1,1,45,102000
"309","Departamento","Palermo",3,1,78,235000
"310","Departamento","Palermo",2,1,50,100000
"311","Departamento","Palermo",3,2,106,370000
"312","Departamento","Barracas",2,1,56,132000
"313","Departamento","Barracas",3,1,54,138500
"314","Departamento","Belgrano",4,2,102,419000
"315","Departamento","Belgrano",4,3,99,380000
"316","Departamento","Belgrano",2,1,44,165000
"317","Departamento","Belgrano",2,1,30,108000
"318","Departamento","Paternal",4,1,70,139000
"319","Departamento","Recoleta",5,2,148,440000
"320","Departamento","Recoleta",2,1,41,130000
"321","Departamento","Recoleta",2,1,38,130000
"322","Departamento","Recoleta",3,2,84,445000
"323","Departamento","Recoleta",2,1,53,170000
"324","Departamento","Recoleta",3,1,69,215000
"325","Departamento","Saavedra",3,2,125,359500
"326","Departamento","Saavedra",3,1,80,239500
"327","Departamento","Saavedra",2,1,95,168000
"328","Departamento","Saavedra",1,1,86,206000
"329","Departamento","Saavedra",4,2,126,282000
"330","Departamento","Saavedra",3,1,80,240000
"331","Departamento","Saavedra",2,1,55,168000
"332","Departamento","Balvanera",2,1,64,118000
"333","Departamento","Balvanera",2,1,70,119000
"334","Departamento","Balvanera",3,1,67,140000
"335","Departamento","Balvanera",2,1,34,82000
"336","Departamento","Balvanera",3,1,73,100000
"337","Departamento","Caballito",2,1,38,140000
"338","Departamento","Caballito",3,1,73,200000
"339","Departamento","Caballito",3,1,45,105000
"340","Departamento","Caballito",4,2,107,360000
"341","Departamento","Caballito",2,1,38,89000
"342","Departamento","Caballito",2,1,53,115000
"343","Departamento","Caballito",2,1,40,110000
"344","Departamento","Caballito",1,1,34,96000
"345","Departamento","Caballito",1,1,38,120000
"346","Departamento","Caballito",1,1,33,89000
"347","Departamento","Caballito",1,1,41,115000
"348","Departamento","Caballito",3,1,44,125000
"349","Departamento","Caballito",1,1,36,74000
"350","Departamento","Monserrat",3,1,76,139000
"351","Departamento","San Telmo",3,1,79,175000
"352","Departamento","Colegiales",2,1,44,129000
"353","Departamento","Barrio Norte",3,1,90,215000
"354","Departamento","Las Cañitas",3,3,130,450000
"355","Departamento","San Nicolás",3,1,75,105000
"356","Departamento","San Nicolás",1,1,36,78000
"357","Departamento","San Nicolás",2,1,50,94000
"358","Departamento","Villa Crespo",3,1,72,199000
"359","Departamento","Villa Crespo",2,1,54,173000
"360","Departamento","Villa Crespo",3,2,75,160000
"361","Departamento","Villa Devoto",3,2,100,299000
"362","Departamento","Villa Devoto",1,1,45,111900
"363","Departamento","Villa Devoto",3,1,60,140000
"364","Departamento","Villa Devoto",3,1,68,120000
"365","Departamento","Villa Lugano",3,2,106,192900
"366","Departamento","Villa Urquiza",4,2,88,318000
"367","Departamento","Villa Urquiza",2,1,60,174000
"368","Departamento","Villa Urquiza",2,1,58,170000
"369","Departamento","Villa Urquiza",2,1,50,220000
"370","Departamento","Villa Urquiza",3,1,54,157354
"371","Departamento","Villa Urquiza",3,1,60,103000
"372","Departamento","Parque Patricios",2,1,42,70000
"373","Departamento","Parque Avellaneda",1,1,61,89000
"374","Departamento","Parque Centenario",3,1,66,170000
"375","Departamento","Parque Centenario",2,1,48,108286
"376","Departamento","Villa General Mitre",2,1,46,99900
"377","Departamento","Centro / Microcentro",1,1,34,84500
"378","PH","Flores",6,3,140,219000
"379","PH","Floresta",6,3,187,240000
"380","Casa","Flores",4,1,110,230000
"381","Casa","Villa Devoto",4,2,173,329000
"382","Departamento","Nuñez",1,1,38,120000
"383","Departamento","Nuñez",2,1,58,235000
"384","Departamento","Nuñez",3,2,65,198000
"385","Departamento","Nuñez",2,1,40,120000
"386","Departamento","Nuñez",3,2,78,295000
"387","Departamento","Almagro",2,1,44,149500
"388","Departamento","Palermo",3,1,72,220000
"389","Departamento","Palermo",1,1,47,157800
"390","Departamento","Palermo",2,1,44,130000
"391","Departamento","Palermo",1,1,40,115000
"392","Departamento","Palermo",2,1,32,110000
"393","Departamento","Palermo",2,1,70,370000
"394","Departamento","Palermo",2,1,70,370000
"395","Departamento","Palermo",1,1,29,100000
"396","Departamento","Palermo",3,2,160,520000
"397","Departamento","Palermo",3,1,60,260000
"398","Departamento","Palermo",3,1,79,305000
"399","Departamento","Palermo",4,2,98,260000
"400","Departamento","Palermo",2,1,70,370000
"401","Departamento","Belgrano",5,2,180,420000
"402","Departamento","Belgrano",2,1,60,144900
"403","Departamento","Belgrano",2,1,89,285000
"404","Departamento","Belgrano",2,1,56,260000
"405","Departamento","Belgrano",3,2,65,198000
"406","Departamento","Belgrano",2,1,45,124999
"407","Departamento","Paternal",2,1,51,129000
"408","Departamento","Paternal",2,1,50,133000
"409","Departamento","Recoleta",2,1,43,157500
"410","Departamento","Recoleta",3,1,70,192000
"411","Departamento","Balvanera",3,1,56,117000
"412","Departamento","Caballito",2,1,60,191911
"413","Departamento","Caballito",2,1,40,108000
"414","Departamento","Caballito",3,2,81,289000
"415","Departamento","Caballito",3,2,131,250000
"416","Departamento","San Telmo",3,1,71,149000
"417","Departamento","Barrio Norte",2,1,62,168000
"418","Departamento","Barrio Norte",3,1,70,192000
"419","Departamento","Barrio Norte",3,1,93,340000
"420","Departamento","Barrio Norte",1,1,30,83000
"421","Departamento","Barrio Norte",3,2,126,295000
"422","Departamento","San Nicolás",7,2,174,230000
"423","Departamento","San Nicolás",4,2,70,165000
"424","Departamento","Villa Crespo",3,1,60,168000
"425","Departamento","Villa Crespo",2,1,78,185000
"426","Departamento","Puerto Madero",2,1,64,345000
"427","Departamento","Puerto Madero",2,1,57,230000
"428","Departamento","Puerto Madero",2,1,79,518000
"429","Departamento","Villa Urquiza",4,2,100,300000
"430","Departamento","Villa Urquiza",3,2,65,198000
"431","Departamento","Villa Urquiza",3,1,59,200000
"432","Departamento","Villa Pueyrredón",2,1,45,125000
"433","PH","Almagro",1,1,95,95000
"434","Departamento","Once",1,1,38,114000
"435","Departamento","Abasto",1,1,28,99800
"436","Departamento","Flores",1,1,42,104000
"437","Departamento","Flores",1,1,39,114500
"438","Departamento","Nuñez",1,1,29,99000
"439","Departamento","Nuñez",1,1,36,135000
"440","Departamento","Almagro",1,1,39,89000
"441","Departamento","Almagro",1,1,28,99800
"442","Departamento","Palermo",1,1,42,120000
"443","Departamento","Palermo",1,1,35,125000
"444","Departamento","Palermo",1,1,33,90500
"445","Departamento","Palermo",1,1,38,128500
"446","Departamento","Palermo",1,1,82,350000
"447","Departamento","Palermo",1,1,35,125000
"448","Departamento","Palermo",1,1,38,130000
"449","Departamento","Palermo",1,1,40,135000
"450","Departamento","Palermo",1,1,35,125000
"451","Departamento","Palermo",1,1,46,149000
"452","Departamento","Palermo",1,1,38,128500
"453","Departamento","Palermo",1,1,39,105000
"454","Departamento","Barracas",1,1,98,220000
"455","Departamento","Barracas",1,1,83,225000
"456","Departamento","Barracas",1,1,108,250000
"457","Departamento","Belgrano",1,1,38,130000
"458","Departamento","Belgrano",1,1,46,143000
"459","Departamento","Belgrano",1,1,52,241500
"460","Departamento","Congreso",1,1,40,87000
"461","Departamento","Floresta",1,1,38,78000
"462","Departamento","Floresta",1,1,58,115000
"463","Departamento","Recoleta",1,1,60,203788
"464","Departamento","Recoleta",1,1,62,211011
"465","Departamento","Recoleta",1,1,54,194400
"466","Departamento","Recoleta",1,1,30,89000
"467","Departamento","Caballito",1,1,42,105000
"468","Departamento","Caballito",1,1,50,210000
"469","Departamento","Chacarita",1,1,34,90000
"470","Departamento","Mataderos",1,1,34,78000
"471","Departamento","San Telmo",1,1,38,95266
"472","Departamento","San Telmo",1,1,35,85178
"473","Departamento","San Telmo",1,1,34,93989
"474","Departamento","San Telmo",1,1,34,95832
"475","Departamento","San Telmo",1,1,34,88372
"476","Departamento","San Telmo",1,1,34,93374
"477","Departamento","San Telmo",1,1,34,83370
"478","Departamento","San Telmo",1,1,35,92479
"479","Departamento","San Telmo",1,1,35,87341
"480","Departamento","San Telmo",1,1,34,95832
"481","Departamento","San Telmo",1,1,35,98428
"482","Departamento","San Telmo",1,1,38,91602
"483","Departamento","San Telmo",1,1,38,98930
"484","Departamento","San Telmo",1,1,34,90040
"485","Departamento","San Telmo",1,1,35,90766
"486","Departamento","San Telmo",1,1,34,90040
"487","Departamento","San Telmo",1,1,34,91707
"488","Departamento","San Telmo",1,1,34,99518
"489","Departamento","San Telmo",1,1,34,99518
"490","Departamento","San Telmo",1,1,34,93374
"491","Departamento","San Telmo",1,1,34,88372
"492","Departamento","San Telmo",1,1,38,84274
"493","Departamento","San Telmo",1,1,35,94192
"494","Departamento","San Telmo",1,1,35,89054
"495","Departamento","San Telmo",1,1,34,101360
"496","Departamento","San Telmo",1,1,38,86106
"497","Departamento","San Telmo",1,1,38,89770
"498","Departamento","San Telmo",1,1,38,97098
"499","Departamento","San Telmo",1,1,35,102214
"500","Departamento","San Telmo",1,1,34,93989
"501","Departamento","San Telmo",1,1,38,100762
"502","Departamento","San Telmo",1,1,34,101360
"503","Departamento","San Telmo",1,1,35,94474
"504","Departamento","San Telmo",1,1,34,97675
"505","Departamento","San Telmo",1,1,35,85037
"506","Departamento","San Telmo",1,1,35,90857
"507","Departamento","San Telmo",1,1,34,92146
"508","Departamento","San Telmo",1,1,34,91707
"509","Departamento","San Telmo",1,1,34,86705
"510","Departamento","San Telmo",1,1,34,86705
"511","Departamento","San Telmo",1,1,35,95904
"512","Departamento","San Telmo",1,1,38,91602
"513","Departamento","San Telmo",1,1,35,97192
"514","Departamento","San Telmo",1,1,35,100321
"515","Departamento","San Telmo",1,1,35,85629
"516","Departamento","San Telmo",1,1,35,83916
"517","Departamento","San Telmo",1,1,35,104106
"518","Departamento","San Telmo",1,1,34,81703
"519","Departamento","San Telmo",1,1,38,95809
"520","Departamento","San Telmo",1,1,35,96535
"521","Departamento","San Telmo",1,1,35,94642
"522","Departamento","San Telmo",1,1,35,94474
"523","Departamento","Colegiales",1,1,42,155000
"524","Departamento","Colegiales",1,1,48,141000
"525","Departamento","Colegiales",1,1,48,141000
"526","Departamento","Barrio Norte",1,1,82,350000
"527","Departamento","Las Cañitas",1,1,48,159000
"528","Departamento","San Nicolás",1,1,30,110000
"529","Departamento","Villa Crespo",1,1,36,103300
"530","Departamento","Villa Crespo",1,1,45,116000
"531","Departamento","Villa Crespo",1,1,28,85000
"532","Departamento","Villa Urquiza",1,1,31,89900
"533","Departamento","Parque Chacabuco",1,1,36,95000
"534","Departamento","Villa del Parque",1,1,50,120000
"535","Departamento","Parque Avellaneda",1,1,38,78000
"536","Departamento","Villa Pueyrredón",1,1,41,135300
"537","PH","Boca",2,1,65,115000
"538","PH","Nuñez",2,1,64,189000
"539","PH","Palermo",2,1,54,133000
"540","PH","Palermo",2,1,80,240000
"541","PH","Monte Castro",2,1,53,118000
"542","PH","Monte Castro",2,1,53,118000
"543","PH","Villa Devoto",2,1,65,130000
"544","Casa","Villa Urquiza",2,1,82,280000
"545","Casa","Villa Urquiza",2,2,129,284000
"546","Departamento","Boedo",2,1,52,170000
"547","Departamento","Flores",2,1,48,89000
"548","Departamento","Flores",2,1,56,130000
"549","Departamento","Flores",2,1,53,97000
"550","Departamento","Flores",2,2,55,180000
"551","Departamento","Flores",2,2,55,170052
"552","Departamento","Flores",2,2,55,162400
"553","Departamento","Nuñez",2,1,38,128000
"554","Departamento","Almagro",2,1,36,105000
"555","Departamento","Almagro",2,1,52,123000
"556","Departamento","Almagro",2,1,45,109000
"557","Departamento","Almagro",2,1,47,129000
"558","Departamento","Almagro",2,1,42,98000
"559","Departamento","Palermo",2,1,45,180000
"560","Departamento","Palermo",2,1,36,95000
"561","Departamento","Palermo",2,1,60,189000
"562","Departamento","Palermo",2,2,59,195000
"563","Departamento","Palermo",2,1,34,109000
"564","Departamento","Barracas",2,1,48,130000
"565","Departamento","Barracas",2,1,59,160000
"566","Departamento","Barracas",2,1,51,140000
"567","Departamento","Barracas",2,1,59,160000
"568","Departamento","Belgrano",2,1,63,314200
"569","Departamento","Belgrano",2,2,63,410000
"570","Departamento","Belgrano",2,1,120,220000
"571","Departamento","Belgrano",2,1,50,144500
"572","Departamento","Belgrano",2,1,89,275000
"573","Departamento","Belgrano",2,1,34,109000
"574","Departamento","Belgrano",2,2,62,177000
"575","Departamento","Congreso",2,1,97,165000
"576","Departamento","Floresta",2,1,60,99000
"577","Departamento","Recoleta",2,1,81,305000
"578","Departamento","Recoleta",2,2,59,302797
"579","Departamento","Recoleta",2,1,74,276404
"580","Departamento","Recoleta",2,1,66,288569
"581","Departamento","Recoleta",2,2,59,277564
"582","Departamento","Recoleta",2,1,34,97500
"583","Departamento","Recoleta",2,1,68,244290
"584","Departamento","Recoleta",2,2,46,185000
"585","Departamento","Recoleta",2,1,45,180000
"586","Departamento","Recoleta",2,1,47,162505
"587","Departamento","Recoleta",2,1,76,248081
"588","Departamento","Saavedra",2,1,43,105000
"589","Departamento","Saavedra",2,1,43,100000
"590","Departamento","Saavedra",2,1,43,105000
"591","Departamento","Balvanera",2,1,56,203000
"592","Departamento","Balvanera",2,1,39,97000
"593","Departamento","Balvanera",2,1,56,168000
"594","Departamento","Balvanera",2,1,42,77000
"595","Departamento","Caballito",2,1,37,115000
"596","Departamento","Caballito",2,1,93,139000
"597","Departamento","Caballito",2,1,53,125000
"598","Departamento","Caballito",2,1,30,88500
"599","Departamento","Caballito",2,1,30,88500
"600","Departamento","Mataderos",2,1,64,110000
"601","Departamento","San Telmo",2,1,47,115000
"602","Departamento","Colegiales",2,1,79,212500
"603","Departamento","Colegiales",2,1,79,212500
"604","Departamento","Colegiales",2,1,61,177000
"605","Departamento","Barrio Norte",2,1,38,110000
"606","Departamento","Barrio Norte",2,1,46,159500
"607","Departamento","Barrio Norte",2,1,52,159500
"608","Departamento","San Nicolás",2,1,60,155000
"609","Departamento","San Nicolás",2,1,60,155000
