"","tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"24774","Departamento","Caballito",2,1,49,173000
"24775","Departamento","Monserrat",2,1,51,125000
"24776","Departamento","San Telmo",2,1,55,180000
"24777","Departamento","San Telmo",2,1,51,125000
"24778","Departamento","Barrio Norte",2,1,39,139000
"24779","Departamento","Barrio Norte",3,1,70,243000
"24780","Departamento","Barrio Norte",2,1,40,137000
"24781","Departamento","Las Cañitas",2,2,64,290000
"24782","Departamento","Villa Crespo",2,1,53,185000
"24783","Departamento","Constitución",2,1,51,125000
"24784","Departamento","Puerto Madero",2,2,80,530000
"24785","Departamento","Puerto Madero",3,2,125,740000
"24786","Departamento","Puerto Madero",2,2,85,600000
"24787","Departamento","Villa Urquiza",2,1,44,112000
"24788","Departamento","Parque Patricios",2,1,54,110000
"24789","Departamento","Villa del Parque",2,1,47,128000
"24790","Departamento","Centro / Microcentro",3,1,74,250000
"24791","Departamento","Palermo",1,1,37,211000
"24792","Departamento","Palermo",1,1,51,251000
"24793","Departamento","Barracas",1,1,104,290500
"24794","Departamento","Barracas",1,1,79,221000
"24795","Departamento","Barracas",1,1,95,188600
"24796","Departamento","Puerto Madero",2,2,90,470000
"24797","Departamento","Palermo",2,1,34,119000
"24798","Departamento","Paternal",2,1,36,85000
"24799","Departamento","Las Cañitas",2,1,57,169000
"24800","PH","Belgrano",3,1,60,199000
"24801","Departamento","Recoleta",3,2,95,275000
"24802","Departamento","Recoleta",3,1,75,239000
"24803","Departamento","Recoleta",3,2,82,230000
"24804","Departamento","Saavedra",3,1,63,210000
"24805","Departamento","Caballito",3,1,74,178000
"24806","Departamento","Recoleta",3,2,86,315000
"24807","Departamento","Recoleta",3,1,83,270000
"24808","Departamento","Recoleta",3,2,80,280000
"24809","Departamento","Barrio Norte",3,2,70,255000
"24810","Departamento","Retiro",3,1,120,348000
"24811","Departamento","Palermo",3,2,70,255000
"24812","Departamento","Recoleta",3,2,82,242000
"24813","Departamento","Barrio Norte",3,2,70,255000
"24814","PH","Almagro",3,1,55,160000
"24815","PH","Palermo",3,1,58,139500
"24816","Departamento","Palermo",3,1,127,350000
"24817","Departamento","Palermo",3,1,127,350000
"24818","Departamento","Palermo",3,1,127,350000
"24819","Departamento","Balvanera",3,1,68,140000
"24820","Departamento","Villa Crespo",3,1,69,155000
"24821","Departamento","Parque Centenario",3,1,78,168500
"24822","Departamento","Parque Centenario",3,2,60,173000
"24823","Departamento","Parque Centenario",3,2,87,173000
"24824","Departamento","Parque Centenario",3,2,60,173000
"24825","Departamento","Barrio Norte",3,1,60,180000
"24826","Departamento","Palermo",3,2,110,500000
"24827","Departamento","Puerto Madero",3,3,128,820000
"24828","PH","Liniers",3,1,166,230000
"24829","Departamento","Floresta",3,1,64,105000
"24830","Departamento","Caballito",3,1,60,155000
"24831","Departamento","Belgrano",3,3,75,350000
"24832","Departamento","Mataderos",3,2,110,195000
"24833","Departamento","Palermo",3,2,128,750000
"24834","PH","Congreso",4,2,195,179000
"24835","Departamento","Flores",3,1,61,160000
"24836","Departamento","Palermo",3,3,130,850000
"24837","Departamento","Palermo",3,3,130,770000
"24838","Departamento","Barracas",3,2,94,320000
"24839","Departamento","Belgrano",3,1,83,239000
"24840","Departamento","Belgrano",3,2,75,280000
"24841","Departamento","Congreso",4,2,195,179000
"24842","Departamento","Recoleta",4,3,114,440000
"24843","Departamento","Recoleta",3,2,195,385000
"24844","Departamento","Recoleta",3,1,110,278000
"24845","Departamento","Recoleta",3,2,88,180000
"24846","Departamento","Caballito",3,1,55,139000
"24847","Departamento","Caballito",3,1,67,159999
"24848","Departamento","Barrio Norte",3,2,82,230000
"24849","Departamento","Barrio Norte",3,2,85,240000
"24850","Departamento","Barrio Norte",3,2,88,180000
"24851","Departamento","Barrio Norte",4,1,113,290000
"24852","Departamento","Barrio Norte",3,2,65,227000
"24853","Departamento","Barrio Norte",3,1,88,245000
"24854","Departamento","Las Cañitas",3,1,59,185000
"24855","Departamento","Puerto Madero",3,3,165,750000
"24856","Departamento","Puerto Madero",3,2,96,500000
"24857","Departamento","Puerto Madero",3,3,133,720000
"24858","Departamento","Caballito",3,1,99,210000
"24859","Departamento","Barrio Norte",4,1,105,272000
"24860","Departamento","Almagro",3,1,72,192000
"24861","Departamento","Belgrano",3,3,120,330000
"24862","Departamento","Monserrat",3,1,47,115000
"24863","Departamento","San Telmo",3,1,70,140000
"24864","Departamento","Colegiales",3,1,60,182000
"24865","Departamento","Barrio Norte",3,2,110,419000
"24866","Departamento","Villa Crespo",3,1,52,115000
"24867","Departamento","San Cristobal",3,1,44,85000
"24868","Departamento","Villa Ortuzar",3,1,60,182000
"24869","Departamento","Abasto",4,2,82,139000
"24870","Departamento","Recoleta",4,2,155,430000
"24871","Departamento","Las Cañitas",4,3,100,320000
"24872","Departamento","Palermo",4,2,162,650000
"24873","Departamento","Recoleta",4,4,246,835000
"24874","PH","Almagro",4,2,109,264000
"24875","Departamento","Almagro",4,1,149,299900
"24876","Departamento","Palermo",4,2,108,380000
"24877","Departamento","Barrio Norte",4,2,108,380000
"24878","Departamento","Palermo",4,2,100,570000
"24879","Departamento","Belgrano",4,1,75,293000
"24880","Departamento","Recoleta",4,3,109,330000
"24881","Departamento","Barrio Norte",4,3,109,330000
"24882","Departamento","Las Cañitas",4,2,130,700000
"24883","PH","Villa Santa Rita",4,2,100,238000
"24884","PH","Villa Santa Rita",4,2,100,238000
"24885","PH","Villa del Parque",4,2,100,238000
"24886","Departamento","Flores",4,3,89,175000
"24887","Departamento","Nuñez",5,4,124,527000
"24888","Departamento","Palermo",4,2,89,198000
"24889","Departamento","Retiro",5,2,202,630000
"24890","Departamento","Palermo",4,2,195,795000
"24891","Departamento","Palermo",6,2,226,835000
"24892","Departamento","Palermo",4,2,79,345000
"24893","Departamento","Palermo",4,2,91,345000
"24894","Departamento","Palermo",4,3,222,840000
"24895","Departamento","Palermo",4,2,178,590000
"24896","Departamento","Belgrano",4,2,130,700000
"24897","Departamento","Belgrano",4,2,166,455000
"24898","Departamento","Belgrano",4,3,103,433500
"24899","Departamento","Belgrano",4,2,178,590000
"24900","Departamento","Belgrano",4,2,195,795000
"24901","Departamento","Recoleta",5,2,125,298000
"24902","Departamento","Recoleta",4,1,93,260000
"24903","Departamento","Recoleta",4,2,170,617000
"24904","Departamento","Recoleta",5,2,202,630000
"24905","Departamento","Recoleta",5,2,200,930000
"24906","Departamento","Barrio Norte",5,2,152,385000
"24907","Departamento","Barrio Norte",4,1,111,264000
"24908","Departamento","Barrio Norte",5,2,150,440000
"24909","Departamento","Barrio Norte",8,2,197,630000
"24910","Departamento","Barrio Norte",6,2,198,698000
"24911","Departamento","Las Cañitas",4,2,178,590000
"24912","Departamento","Las Cañitas",4,2,195,795000
"24913","PH","Almagro",4,2,209,390000
"24914","Departamento","Palermo",6,2,198,698000
"24915","Departamento","Palermo",4,3,116,606000
"24916","Departamento","Recoleta",6,2,110,325000
"24917","Departamento","Recoleta",5,2,116,398000
"24918","Departamento","Recoleta",8,2,237,690000
"24919","Departamento","Recoleta",5,2,111,262000
"24920","Departamento","Recoleta",4,2,145,365000
"24921","Departamento","Monserrat",4,1,63,150000
"24922","Departamento","Barrio Norte",4,2,79,345000
"24923","Departamento","Almagro",4,1,98,273500
"24924","Departamento","Colegiales",4,1,60,182000
"24925","Departamento","Villa Ortuzar",4,1,60,182000
"24926","PH","Villa Crespo",5,4,110,225000
"24927","Departamento","Almagro",5,2,91,230000
"24928","Departamento","Palermo",5,2,91,230000
"24929","Departamento","Barrio Norte",5,2,91,230000
"24930","Departamento","Belgrano",5,3,145,415000
"24931","Departamento","Belgrano",5,3,172,650000
"24932","Departamento","Recoleta",7,2,156,475000
"24933","Departamento","Recoleta",5,3,178,670000
"24934","Departamento","Retiro",5,2,250,750000
"24935","Departamento","Recoleta",7,2,211,650000
"24936","Departamento","Recoleta",7,2,202,545000
"24937","Departamento","San Nicolás",5,2,128,150000
"24938","PH","Palermo",6,2,167,330000
"24939","PH","Villa del Parque",6,2,165,110000
"24940","Departamento","Boedo",7,3,213,230000
"24941","Departamento","Palermo",8,3,254,860000
"24942","PH","Liniers",3,2,86,195000
"24943","PH","Barracas",2,1,45,87000
"24944","PH","Versalles",3,1,123,220000
"24945","PH","Villa Devoto",2,1,85,230000
"24946","Casa","Flores",5,2,159,155000
"24947","Casa","San Telmo",4,2,168,299000
"24948","Casa","Parque Chacabuco",1,1,32,75000
"24949","Departamento","Flores",1,1,36,93000
"24950","Departamento","Flores",1,1,37,93900
"24951","Departamento","Flores",1,1,37,91900
"24952","Departamento","Flores",1,1,37,93900
"24953","Departamento","Flores",3,1,58,175000
"24954","Departamento","Flores",1,1,37,91900
"24955","Departamento","Nuñez",3,2,85,369000
"24956","Departamento","Retiro",2,1,52,100000
"24957","Departamento","Retiro",1,1,37,165000
"24958","Departamento","Retiro",4,2,98,320000
"24959","Departamento","Almagro",3,1,100,167000
"24960","Departamento","Almagro",3,2,66,150000
"24961","Departamento","Almagro",1,1,34,104700
"24962","Departamento","Almagro",3,1,61,139900
"24963","Departamento","Liniers",3,2,90,270000
"24964","Departamento","Liniers",3,4,130,359900
"24965","Departamento","Palermo",4,2,118,545000
"24966","Departamento","Palermo",1,1,39,118000
"24967","Departamento","Palermo",2,1,50,150000
"24968","Departamento","Palermo",2,1,54,209000
"24969","Departamento","Palermo",1,1,42,155000
"24970","Departamento","Palermo",3,1,85,295000
"24971","Departamento","Palermo",3,1,108,265000
"24972","Departamento","Palermo",3,2,81,520000
"24973","Departamento","Palermo",3,1,85,295000
"24974","Departamento","Palermo",1,1,73,160000
"24975","Departamento","Barracas",1,1,48,104000
"24976","Departamento","Barracas",2,1,44,108000
"24977","Departamento","Belgrano",3,2,84,295000
"24978","Departamento","Belgrano",2,1,65,250000
"24979","Departamento","Belgrano",4,2,73,200000
"24980","Departamento","Belgrano",4,3,130,680000
"24981","Departamento","Belgrano",5,3,233,539000
"24982","Departamento","Paternal",1,1,35,90000
"24983","Departamento","Recoleta",2,1,33,108000
"24984","Departamento","Recoleta",1,1,37,165000
"24985","Departamento","Recoleta",2,1,115,230000
"24986","Departamento","Recoleta",2,1,90,175000
"24987","Departamento","Saavedra",1,2,58,139000
"24988","Departamento","Saavedra",2,1,51,135000
"24989","Departamento","Balvanera",2,1,33,72900
"24990","Departamento","Balvanera",2,1,33,72900
"24991","Departamento","Caballito",3,2,75,278000
"24992","Departamento","Caballito",2,1,59,90000
"24993","Departamento","Caballito",2,1,42,115000
"24994","Departamento","Caballito",3,1,58,175000
"24995","Departamento","Caballito",2,1,32,90000
"24996","Departamento","Caballito",3,1,65,148000
"24997","Departamento","Caballito",1,1,50,140000
"24998","Departamento","Caballito",4,3,115,420000
"24999","Departamento","Caballito",2,1,46,143000
"25000","Departamento","Chacarita",3,1,44,150000
"25001","Departamento","Mataderos",1,1,32,73000
"25002","Departamento","Monserrat",1,1,38,98000
"25003","Departamento","Tribunales",4,2,106,259000
"25004","Departamento","Barrio Norte",1,1,30,96900
"25005","Departamento","Barrio Norte",1,1,30,89000
"25006","Departamento","Barrio Norte",1,1,45,170000
"25007","Departamento","Barrio Norte",1,1,34,130000
"25008","Departamento","Barrio Norte",1,1,34,120000
"25009","Departamento","Barrio Norte",1,1,37,120000
"25010","Departamento","Villa Crespo",3,1,84,308000
"25011","Departamento","Villa Crespo",1,1,42,91000
"25012","Departamento","Villa Crespo",1,1,44,118125
"25013","Departamento","Villa Crespo",3,1,61,153000
"25014","Departamento","Villa Crespo",1,1,38,95000
"25015","Departamento","Villa Crespo",1,1,38,95000
"25016","Departamento","Villa Devoto",4,2,126,420000
"25017","Departamento","Villa Devoto",3,1,81,250000
"25018","Departamento","Constitución",1,1,38,98000
"25019","Departamento","Constitución",1,1,65,100000
"25020","Departamento","Constitución",2,1,38,80000
"25021","Departamento","Constitución",1,1,38,98000
"25022","Departamento","Puerto Madero",2,1,70,250000
"25023","Departamento","San Cristobal",1,1,34,84000
"25024","Departamento","San Cristobal",1,1,39,77000
"25025","Departamento","Villa Ortuzar",2,1,45,135000
"25026","Departamento","Villa Urquiza",1,2,48,117500
"25027","Departamento","Villa Urquiza",4,2,102,330000
"25028","Departamento","Villa Urquiza",2,1,31,80500
"25029","Departamento","Parque Chacabuco",1,1,38,80660
"25030","Departamento","Parque Chacabuco",1,1,63,103175
"25031","Departamento","Parque Chacabuco",3,1,58,175000
"25032","Departamento","Parque Chacabuco",1,1,37,78215
"25033","Departamento","Villa del Parque",2,1,73,210000
"25034","Departamento","Villa del Parque",2,2,72,215000
"25035","Departamento","Parque Centenario",1,1,35,98000
"25036","Departamento","Villa Pueyrredón",1,1,38,92000
"25037","Departamento","Villa General Mitre",3,1,77,165000
"25038","Departamento","Palermo",1,1,38,147000
"25039","Departamento","Palermo",1,1,40,157000
"25040","Departamento","Belgrano",1,1,34,110000
"25041","Departamento","Monte Castro",1,1,43,95000
"25042","PH","Flores",4,2,75,75000
"25043","PH","Palermo",2,1,178,178000
"25044","Casa","Palermo",2,1,193,430000
"25045","Departamento","Once",2,1,37,100000
"25046","Departamento","Flores",2,1,42,115000
"25047","Departamento","Flores",2,1,74,85000
"25048","Departamento","Flores",2,1,46,137000
"25049","Departamento","Flores",2,1,34,69500
"25050","Departamento","Flores",2,1,54,107000
"25051","Departamento","Nuñez",2,1,38,115000
"25052","Departamento","Retiro",2,1,28,80000
"25053","Departamento","Retiro",2,1,28,95000
"25054","Departamento","Retiro",2,1,240,390000
"25055","Departamento","Retiro",2,2,57,155000
"25056","Departamento","Almagro",2,1,45,84000
"25057","Departamento","Almagro",1,1,29,69500
"25058","Departamento","Liniers",2,1,47,93000
"25059","Departamento","Palermo",1,1,29,98000
"25060","Departamento","Palermo",2,2,55,290000
"25061","Departamento","Palermo",2,1,38,95000
"25062","Departamento","Palermo",1,1,35,128000
"25063","Departamento","Palermo",2,1,38,95000
"25064","Departamento","Palermo",2,1,45,175000
"25065","Departamento","Palermo",2,1,35,115000
"25066","Departamento","Palermo",2,1,41,143000
"25067","Departamento","Palermo",1,1,35,130000
"25068","Departamento","Palermo",2,1,43,170000
"25069","Departamento","Palermo",2,1,65,240000
"25070","Departamento","Palermo",2,2,68,348000
"25071","Departamento","Palermo",2,1,36,93000
"25072","Departamento","Palermo",2,1,40,119000
"25073","Departamento","Palermo",2,1,35,124000
"25074","Departamento","Palermo",2,1,50,158000
"25075","Departamento","Barracas",2,1,48,104000
"25076","Departamento","Belgrano",2,1,75,175000
"25077","Departamento","Belgrano",2,1,53,152000
"25078","Departamento","Belgrano",2,1,43,118000
"25079","Departamento","Belgrano",3,1,95,185000
"25080","Departamento","Belgrano",2,1,51,145000
"25081","Departamento","Belgrano",2,1,75,175000
"25082","Departamento","Congreso",2,1,44,108000
"25083","Departamento","Congreso",2,1,44,93000
"25084","Departamento","Paternal",1,1,50,123100
"25085","Departamento","Paternal",2,1,42,100000
"25086","Departamento","Recoleta",2,1,73,260000
"25087","Departamento","Recoleta",2,1,36,127000
"25088","Departamento","Recoleta",2,1,43,149000
"25089","Departamento","Recoleta",2,1,40,119000
"25090","Departamento","Recoleta",2,1,89,328900
"25091","Departamento","Saavedra",2,1,68,169500
"25092","Departamento","Balvanera",1,1,36,74000
"25093","Departamento","Caballito",2,1,37,110000
"25094","Departamento","Caballito",2,1,44,110000
"25095","Departamento","Caballito",2,1,49,117000
"25096","Departamento","Caballito",2,2,46,169000
"25097","Departamento","Caballito",2,1,37,110000
"25098","Departamento","Caballito",2,1,51,108000
"25099","Departamento","Caballito",2,1,48,142000
"25100","Departamento","Mataderos",1,1,38,97625
"25101","Departamento","Mataderos",2,1,64,110000
"25102","Departamento","Mataderos",1,1,47,118635
"25103","Departamento","Monserrat",1,1,39,86000
"25104","Departamento","Monserrat",1,1,33,79900
"25105","Departamento","San Telmo",2,1,63,210000
"25106","Departamento","Colegiales",2,1,48,149000
"25107","Departamento","Colegiales",2,2,100,152700
"25108","Departamento","Tribunales",2,1,51,149000
"25109","Departamento","Barrio Norte",1,1,32,90000
"25110","Departamento","Barrio Norte",2,1,65,198000
"25111","Departamento","Barrio Norte",2,1,40,105000
"25112","Departamento","Barrio Norte",2,1,40,119000
"25113","Departamento","San Nicolás",2,1,40,92000
"25114","Departamento","Villa Crespo",1,1,50,129500
"25115","Departamento","Villa Crespo",1,1,50,128200
"25116","Departamento","Villa Crespo",1,1,50,122500
"25117","Departamento","Villa Crespo",1,1,34,87900
"25118","Departamento","Villa Crespo",2,1,50,158000
"25119","Departamento","Villa Crespo",1,1,50,135400
"25120","Departamento","Villa Crespo",2,2,64,170300
"25121","Departamento","Villa Crespo",1,1,50,131000
"25122","Departamento","Villa Crespo",1,1,50,128500
"25123","Departamento","Villa Crespo",2,1,63,125000
"25124","Departamento","Villa Crespo",1,1,33,87500
"25125","Departamento","Villa Crespo",1,1,33,92500
"25126","Departamento","Villa Crespo",1,1,50,131700
"25127","Departamento","Villa Crespo",1,1,50,133500
"25128","Departamento","Villa Crespo",1,1,50,137900
"25129","Departamento","Villa Crespo",1,1,34,87700
"25130","Departamento","Villa Crespo",1,1,41,106000
"25131","Departamento","Villa Crespo",1,1,50,137900
"25132","Departamento","Villa Crespo",1,1,34,91400
"25133","Departamento","Villa Crespo",1,1,50,135400
"25134","Departamento","Villa Crespo",1,1,34,90100
"25135","Departamento","Villa Crespo",1,1,50,130400
"25136","Departamento","Villa Crespo",2,1,54,158000
"25137","Departamento","Villa Devoto",2,1,46,159000
"25138","Departamento","Villa Ortuzar",2,1,43,135500
"25139","Departamento","Villa Urquiza",2,1,84,199500
"25140","Departamento","Villa Urquiza",2,1,65,165000
"25141","Departamento","Villa Urquiza",2,1,44,135000
"25142","Departamento","Villa Urquiza",2,1,43,150000
"25143","Departamento","Villa Urquiza",2,1,43,125000
"25144","Departamento","Villa Urquiza",2,1,54,135000
"25145","Departamento","Villa Urquiza",2,1,56,175000
"25146","Departamento","Parque Chacabuco",1,1,58,116768
"25147","Departamento","Parque Chacabuco",1,1,58,119260
"25148","Departamento","Parque Chacabuco",1,1,56,72000
"25149","Departamento","Parque Chacabuco",1,1,55,75000
"25150","Departamento","Villa del Parque",2,1,58,135000
"25151","Departamento","Villa del Parque",2,1,47,104000
"25152","Departamento","Villa del Parque",1,1,43,114000
"25153","Departamento","Villa del Parque",2,1,99,155000
"25154","Departamento","Villa del Parque",2,1,43,125000
"25155","Departamento","Villa del Parque",2,1,47,126500
"25156","Departamento","Parque Centenario",2,1,47,140000
"25157","Departamento","Parque Centenario",2,1,56,150000
"25158","PH","Flores",3,1,90,172000
"25159","PH","Flores",3,1,90,125000
"25160","PH","Liniers",3,2,150,180000
"25161","PH","Palermo",3,1,45,143000
"25162","PH","Pompeya",3,1,102,125000
"25163","PH","Caballito",4,2,117,270000
"25164","PH","Mataderos",4,1,87,139900
"25165","PH","Villa Crespo",3,2,105,199000
"25166","PH","Villa Urquiza",3,1,82,184000
"25167","PH","Parque Patricios",3,2,125,120000
"25168","PH","Villa del Parque",3,1,122,185000
"25169","PH","Villa del Parque",3,1,86,179900
"25170","Casa","Palermo",3,2,128,449000
"25171","Departamento","Once",3,1,63,129500
"25172","Departamento","Boedo",3,1,63,134000
"25173","Departamento","Boedo",3,1,43,76000
"25174","Departamento","Abasto",3,1,64,179000
"25175","Departamento","Abasto",3,2,70,185000
"25176","Departamento","Flores",3,2,70,260000
"25177","Departamento","Flores",3,2,72,180000
"25178","Departamento","Flores",3,2,171,152000
"25179","Departamento","Flores",3,1,108,165000
"25180","Departamento","Nuñez",3,1,53,155000
"25181","Departamento","Nuñez",3,1,65,210000
"25182","Departamento","Nuñez",3,1,65,240000
"25183","Departamento","Retiro",2,1,88,204000
"25184","Departamento","Almagro",3,2,107,197000
"25185","Departamento","Almagro",3,1,73,215000
"25186","Departamento","Almagro",3,2,63,190000
"25187","Departamento","Almagro",3,1,100,167000
"25188","Departamento","Almagro",3,2,65,222000
"25189","Departamento","Palermo",3,1,45,185000
"25190","Departamento","Palermo",3,1,69,273000
"25191","Departamento","Palermo",3,2,75,295000
"25192","Departamento","Palermo",3,2,64,149000
"25193","Departamento","Palermo",3,1,58,210000
"25194","Departamento","Palermo",3,1,84,235000
"25195","Departamento","Palermo",3,1,63,165100
"25196","Departamento","Palermo",3,1,70,155000
"25197","Departamento","Belgrano",3,2,100,240460
"25198","Departamento","Belgrano",3,2,145,385000
"25199","Departamento","Belgrano",3,2,87,243050
"25200","Departamento","Belgrano",3,1,68,290000
"25201","Departamento","Belgrano",3,2,93,285000
"25202","Departamento","Belgrano",3,2,86,230820
"25203","Departamento","Belgrano",3,2,101,320000
"25204","Departamento","Belgrano",3,1,68,290000
"25205","Departamento","Belgrano",3,1,61,210000
"25206","Departamento","Paternal",3,2,76,208300
"25207","Departamento","Recoleta",3,1,57,225000
"25208","Departamento","Recoleta",3,1,80,253000
"25209","Departamento","Recoleta",3,2,69,210000
"25210","Departamento","Recoleta",4,2,157,520000
"25211","Departamento","Recoleta",3,2,119,345000
"25212","Departamento","Balvanera",3,1,85,140000
"25213","Departamento","Balvanera",3,1,63,129500
"25214","Departamento","Caballito",3,1,67,147000
"25215","Departamento","Caballito",3,1,55,95999
"25216","Departamento","Caballito",3,3,96,245000
"25217","Departamento","Caballito",3,1,70,166900
"25218","Departamento","Caballito",3,1,65,160000
"25219","Departamento","Caballito",3,1,82,169000
"25220","Departamento","Caballito",3,1,43,134000
"25221","Departamento","Caballito",3,1,67,169000
"25222","Departamento","Chacarita",3,1,72,155000
"25223","Departamento","Colegiales",3,1,58,162000
"25224","Departamento","Barrio Norte",3,1,53,169900
"25225","Departamento","Barrio Norte",3,2,72,180000
"25226","Departamento","Barrio Norte",3,2,86,495000
"25227","Departamento","Barrio Norte",3,2,80,249000
"25228","Departamento","Villa Crespo",3,2,89,180000
"25229","Departamento","Villa Crespo",3,2,105,199000
"25230","Departamento","Villa Crespo",3,1,59,115000
"25231","Departamento","Villa Crespo",3,2,84,218500
"25232","Departamento","Villa Devoto",3,1,60,148000
"25233","Departamento","Villa Urquiza",3,1,78,280000
"25234","Departamento","Parque Patricios",3,1,56,107800
"25235","Departamento","Villa del Parque",3,2,114,225000
"25236","Departamento","Parque Avellaneda",3,1,57,90000
"25237","Departamento","Parque Centenario",3,2,140,340000
"25238","PH","Boedo",4,2,225,310000
"25239","PH","Belgrano",4,2,112,400000
"25240","PH","Paternal",4,1,103,150000
"25241","PH","Caballito",4,2,106,140000
"25242","PH","Versalles",4,1,180,189000
"25243","PH","Villa del Parque",4,1,104,165000
"25244","Casa","Flores",4,1,148,298000
"25245","Casa","Flores",4,2,153,220000
"25246","Casa","Liniers",5,2,140,179000
"25247","Casa","Liniers",4,1,200,295000
"25248","Casa","Palermo",5,3,300,880000
"25249","Casa","Caballito",4,2,210,288000
"25250","Casa","Mataderos",4,2,267,430000
"25251","Casa","Villa Urquiza",4,2,159,290000
"25252","Departamento","Abasto",4,1,86,164900
"25253","Departamento","Almagro",4,2,84,225000
"25254","Departamento","Almagro",4,3,101,220000
"25255","Departamento","Almagro",4,1,80,235000
"25256","Departamento","Almagro",4,2,78,183000
"25257","Departamento","Almagro",4,1,158,180000
"25258","Departamento","Almagro",4,1,104,236000
"25259","Departamento","Palermo",4,2,97,305000
"25260","Departamento","Palermo",6,2,213,810000
"25261","Departamento","Palermo",4,3,158,520000
"25262","Departamento","Palermo",4,2,113,450000
"25263","Departamento","Belgrano",4,2,120,479000
"25264","Departamento","Belgrano",4,2,155,352000
"25265","Departamento","Belgrano",4,2,119,450000
"25266","Departamento","Belgrano",4,2,125,304900
"25267","Departamento","Belgrano",4,1,61,178000
"25268","Departamento","Belgrano",4,2,111,295070
"25269","Departamento","Belgrano",4,2,169,285000
"25270","Departamento","Paternal",4,1,80,190000
"25271","Departamento","Recoleta",5,2,133,335000
"25272","Departamento","Recoleta",6,1,137,550000
"25273","Departamento","Balvanera",4,1,120,229000
"25274","Departamento","Balvanera",4,2,136,260000
"25275","Departamento","Caballito",4,2,210,400000
"25276","Departamento","Caballito",4,4,134,299000
"25277","Departamento","Caballito",5,2,261,585000
"25278","Departamento","San Telmo",4,2,69,148000
"25279","Departamento","Villa Luro",4,3,100,395000
"25280","Departamento","Barrio Norte",4,2,99,230000
"25281","Departamento","Monte Castro",3,1,78,129000
"25282","Departamento","San Cristobal",4,1,74,120000
"25283","Departamento","San Cristobal",5,1,85,230000
"25284","PH","Palermo",5,2,120,175000
"25285","PH","Caballito",5,2,149,270000
"25286","PH","Caballito",5,2,130,259000
"25287","PH","Villa Crespo",5,2,149,280000
"25288","Departamento","Palermo",4,2,117,450000
"25289","Departamento","Belgrano",5,2,160,425000
"25290","Departamento","Belgrano",5,3,178,519000
"25291","Departamento","Caballito",5,2,210,400000
"25292","Departamento","Caballito",5,2,96,298000
"25293","Departamento","Caballito",5,4,200,351000
"25294","Departamento","Caballito",5,2,210,400000
"25295","Departamento","Monserrat",4,2,286,239000
"25296","Departamento","Villa Crespo",5,2,210,400000
"25297","Departamento","Boedo",6,4,189,315000
"25298","PH","Coghlan",3,1,55,162000
"25299","PH","Palermo",3,1,90,145000
"25300","PH","Palermo",2,1,64,160000
"25301","PH","Mataderos",5,1,73,150000
"25302","PH","Monserrat",6,2,137,209000
"25303","PH","Agronomía",5,1,220,273000
"25304","PH","Constitución",6,2,137,209000
"25305","PH","Villa del Parque",2,1,46,118000
"25306","PH","Villa del Parque",2,1,38,90000
"25307","PH","Villa Pueyrredón",3,2,80,175000
"25308","Casa","Floresta",1,1,39,82000
"25309","Casa","Colegiales",2,2,90,279000
"25310","Casa","Colegiales",2,2,90,279000
"25311","Casa","Villa Devoto",4,4,164,270000
"25312","Casa","Villa Devoto",4,3,276,395000
"25313","Departamento","Once",5,4,211,600000
"25314","Departamento","Abasto",1,1,28,99000
"25315","Departamento","Flores",1,1,34,75000
"25316","Departamento","Flores",4,3,118,299500
"25317","Departamento","Flores",4,3,105,269500
"25318","Departamento","Flores",1,1,38,73000
"25319","Departamento","Nuñez",3,1,82,262000
"25320","Departamento","Nuñez",2,1,45,103000
"25321","Departamento","Nuñez",3,2,85,289000
"25322","Departamento","Nuñez",3,1,70,203000
"25323","Departamento","Retiro",1,1,29,76000
"25324","Departamento","Retiro",2,1,46,120000
"25325","Departamento","Retiro",5,2,146,320000
"25326","Departamento","Retiro",2,1,43,130000
"25327","Departamento","Retiro",2,1,46,120000
"25328","Departamento","Almagro",1,1,28,99000
"25329","Departamento","Almagro",1,1,40,128000
"25330","Departamento","Almagro",3,1,66,125000
"25331","Departamento","Liniers",3,2,100,370000
"25332","Departamento","Palermo",1,1,40,185000
"25333","Departamento","Palermo",1,1,34,110630
"25334","Departamento","Palermo",1,1,35,112125
"25335","Departamento","Palermo",1,1,35,112125
"25336","Departamento","Palermo",1,1,35,112125
"25337","Departamento","Palermo",1,1,44,110755
"25338","Departamento","Palermo",1,1,37,178000
"25339","Departamento","Palermo",1,1,59,152309
"25340","Departamento","Palermo",1,1,35,105667
"25341","Departamento","Palermo",1,1,44,106721
"25342","Departamento","Palermo",1,1,34,112125
"25343","Departamento","Palermo",1,1,35,112125
"25344","Departamento","Palermo",1,1,34,112125
"25345","Departamento","Palermo",1,1,35,112125
"25346","Departamento","Palermo",1,1,34,110630
"25347","Departamento","Palermo",1,1,35,112125
"25348","Departamento","Palermo",1,1,35,107281
"25349","Departamento","Palermo",1,1,40,135324
"25350","Departamento","Palermo",1,1,34,108542
"25351","Departamento","Palermo",1,1,40,180000
"25352","Departamento","Palermo",3,1,60,320000
"25353","Departamento","Palermo",1,1,44,112125
"25354","Departamento","Palermo",1,1,34,112125
"25355","Departamento","Palermo",4,4,165,560000
"25356","Departamento","Palermo",1,1,35,112125
